customer_id,first_name,job_industry_category,wealth_segment,owns_car,Age,state,RFM_value
2469,Kermie,IT,Mass Customer,Yes,43.969332992588804,New South Wales,344
1477,Leo,Financial Services,Mass Customer,Yes,43.969332992588804,New South Wales,344
2474,Chrysa,Argiculture,High Net Worth,Yes,41.0,QLD,344
2020,Portia,Property,Affluent Customer,Yes,50.0,Victoria,344
2755,Karen,Manufacturing,Mass Customer,Yes,22.0,QLD,344
1483,Beth,Telecommunications,Mass Customer,Yes,50.0,New South Wales,344
1616,Shamus,Retail,High Net Worth,Yes,66.0,QLD,344
1551,Joell,Entertainment,Affluent Customer,No,46.0,New South Wales,344
2400,Lindsay,Property,Mass Customer,Yes,43.0,QLD,344
1554,Land,Retail,Affluent Customer,No,27.0,New South Wales,344
1611,Terencio,Health,High Net Worth,Yes,50.0,New South Wales,344
1006,Norbert,Telecommunications,Affluent Customer,Yes,44.0,Victoria,344
2793,Mead,Health,Affluent Customer,Yes,50.0,Victoria,344
2095,Anette,Manufacturing,Affluent Customer,No,32.0,Victoria,344
1561,Clemens,Manufacturing,Mass Customer,Yes,46.0,New South Wales,344
1570,Phil,Entertainment,Mass Customer,No,26.0,New South Wales,344
1576,Reube,Financial Services,Mass Customer,No,36.0,New South Wales,344
1597,Jeffry,Retail,Affluent Customer,No,44.0,New South Wales,344
1579,Madelaine,Financial Services,Affluent Customer,Yes,43.0,New South Wales,344
987,Lars,Financial Services,Affluent Customer,Yes,47.0,QLD,344
1537,Andres,Entertainment,Mass Customer,No,52.0,New South Wales,344
1517,Murdoch,IT,Affluent Customer,No,34.0,New South Wales,344
1030,Nariko,Health,Mass Customer,No,59.0,Victoria,344
1049,Fraser,Property,Mass Customer,No,25.0,Victoria,344
2770,Olvan,Manufacturing,High Net Worth,Yes,44.0,New South Wales,344
2380,Merissa,Retail,Mass Customer,Yes,65.0,New South Wales,344
1646,Emmye,Financial Services,Mass Customer,Yes,27.0,New South Wales,344
1493,Lisabeth,Argiculture,High Net Worth,No,34.0,New South Wales,344
1644,Gaby,Health,Mass Customer,No,52.0,New South Wales,344
1461,Earl,Retail,Mass Customer,Yes,64.0,New South Wales,344
1502,Margalit,Financial Services,Affluent Customer,Yes,31.0,New South Wales,344
1627,Vladimir,Entertainment,Affluent Customer,No,60.0,Victoria,344
2383,Zaria,Financial Services,Mass Customer,No,43.0,New South Wales,344
1024,Rhodia,Health,High Net Worth,Yes,29.0,Victoria,344
2385,Gaultiero,Health,Mass Customer,No,63.0,Victoria,344
2454,Gene,Property,Mass Customer,Yes,61.0,New South Wales,344
1021,Elvis,Retail,High Net Worth,No,44.0,New South Wales,344
1643,Manda,Retail,Mass Customer,No,60.0,New South Wales,344
2138,Jonell,Manufacturing,High Net Worth,No,43.0,New South Wales,344
2367,Lorne,Manufacturing,Mass Customer,Yes,64.0,Victoria,344
1451,Courtney,Argiculture,Mass Customer,Yes,44.0,New South Wales,344
2268,Wilhelmina,Health,Mass Customer,No,56.0,Victoria,344
1818,Katha,Entertainment,Mass Customer,Yes,54.0,Victoria,344
1812,Daffi,Health,Affluent Customer,No,62.0,New South Wales,344
2684,Erastus,Health,Mass Customer,Yes,57.0,QLD,344
2194,Johnette,Manufacturing,Affluent Customer,Yes,63.0,QLD,344
2601,Morgana,Financial Services,Affluent Customer,No,46.0,New South Wales,344
1811,Sylvan,Financial Services,Mass Customer,No,22.0,New South Wales,344
1917,Raquela,Argiculture,Affluent Customer,Yes,48.0,New South Wales,344
1282,Garald,Entertainment,Affluent Customer,Yes,41.0,QLD,344
2686,Cully,Financial Services,Affluent Customer,No,25.0,Victoria,344
2592,Archibaldo,Financial Services,Mass Customer,Yes,26.0,Victoria,344
2190,Maressa,IT,Affluent Customer,No,42.0,New South Wales,344
1806,Gil,IT,Mass Customer,No,43.969332992588804,QLD,344
1302,Ericka,Financial Services,Affluent Customer,Yes,23.0,QLD,344
2279,Garrett,Health,Mass Customer,No,42.0,New South Wales,344
1152,Humfrid,Financial Services,Mass Customer,Yes,23.0,QLD,344
2189,Thedric,Financial Services,High Net Worth,No,23.0,QLD,344
1272,Nettie,Manufacturing,Affluent Customer,No,36.0,QLD,344
1591,Fonz,Manufacturing,Mass Customer,Yes,45.0,New South Wales,344
2201,Trisha,Financial Services,Affluent Customer,Yes,23.0,QLD,344
1194,Audry,Telecommunications,Affluent Customer,No,29.0,QLD,344
1858,Gabriella,Manufacturing,High Net Worth,Yes,64.0,New South Wales,344
1210,Shandie,IT,Mass Customer,No,43.969332992588804,New South Wales,344
1205,Barton,Manufacturing,Affluent Customer,No,43.0,New South Wales,344
1887,Kynthia,IT,Affluent Customer,Yes,56.0,Victoria,344
2240,Niall,Manufacturing,High Net Worth,Yes,52.0,Victoria,344
2247,Gweneth,Retail,High Net Worth,Yes,26.0,New South Wales,344
1237,Junia,Health,High Net Worth,No,52.0,Victoria,344
1820,Yard,IT,Affluent Customer,No,25.0,New South Wales,344
1845,Pascal,Financial Services,Mass Customer,No,43.0,New South Wales,344
1250,Jacklyn,Manufacturing,Mass Customer,No,20.0,QLD,344
1837,Tirrell,Manufacturing,Mass Customer,Yes,48.0,New South Wales,344
2210,Kirby,Health,High Net Worth,No,36.0,Victoria,344
2266,Jeth,Retail,High Net Worth,No,23.0,New South Wales,344
2620,Henderson,Manufacturing,Mass Customer,No,22.0,New South Wales,344
1821,Fields,Entertainment,High Net Worth,Yes,49.0,New South Wales,344
1933,Ephraim,Manufacturing,Affluent Customer,No,41.0,New South Wales,344
2697,Klarika,IT,High Net Worth,No,43.969332992588804,New South Wales,344
2132,Davina,Financial Services,High Net Worth,Yes,36.0,New South Wales,344
1106,Sibyl,Retail,Mass Customer,No,59.0,Victoria,344
2528,Cassie,Financial Services,Affluent Customer,No,43.0,QLD,344
1103,Glynnis,Financial Services,High Net Worth,Yes,43.0,New South Wales,344
1102,Stephana,Manufacturing,Affluent Customer,No,45.0,New South Wales,344
2726,Bradford,Financial Services,Affluent Customer,No,45.0,New South Wales,344
1866,Huberto,Manufacturing,Mass Customer,No,29.0,New South Wales,344
1398,Anderea,Manufacturing,Mass Customer,No,55.0,Victoria,344
1698,Christabella,Health,Affluent Customer,Yes,50.0,New South Wales,344
2733,Jordanna,Manufacturing,Mass Customer,Yes,36.0,QLD,344
1696,Mose,Entertainment,High Net Worth,No,30.0,New South Wales,344
1694,Tonnie,IT,Mass Customer,Yes,62.0,Victoria,344
2740,Godiva,Financial Services,Affluent Customer,Yes,58.0,New South Wales,344
1435,Derek,Telecommunications,Affluent Customer,Yes,53.0,New South Wales,344
2489,Emma,Retail,Mass Customer,No,45.0,New South Wales,344
1672,Sharla,IT,Affluent Customer,Yes,58.0,New South Wales,344
2723,Morganne,Manufacturing,Mass Customer,Yes,43.0,New South Wales,344
1144,Damon,Health,High Net Worth,Yes,25.0,New South Wales,344
1947,Gretta,Telecommunications,Affluent Customer,Yes,58.0,New South Wales,344
2184,Lamar,Health,Mass Customer,No,50.0,New South Wales,344
1937,Renaud,Health,Mass Customer,No,47.0,New South Wales,344
2284,Ola,Telecommunications,High Net Worth,No,47.0,Victoria,344
2702,Saraann,Manufacturing,Affluent Customer,Yes,45.0,New South Wales,344
1788,Anna-diana,Financial Services,High Net Worth,Yes,57.0,New South Wales,344
2182,Symon,Entertainment,High Net Worth,Yes,54.0,QLD,344
2574,Humfrey,Manufacturing,Mass Customer,No,42.0,New South Wales,344
1133,Forrester,Manufacturing,Affluent Customer,No,53.0,QLD,344
2717,Frederic,Health,Mass Customer,No,40.0,New South Wales,344
1129,Hercule,Entertainment,Mass Customer,Yes,44.0,QLD,344
2565,Joannes,Health,Affluent Customer,Yes,52.0,New South Wales,344
1762,Gaye,Health,Mass Customer,Yes,43.0,Victoria,344
1957,Gary,Property,Affluent Customer,No,44.0,Victoria,344
2542,Amanda,Property,Affluent Customer,Yes,55.0,New South Wales,344
1374,Cleveland,Manufacturing,Mass Customer,No,45.0,Victoria,344
1113,Dorie,Property,Mass Customer,No,29.0,New South Wales,344
2076,Beatriz,Manufacturing,Mass Customer,Yes,52.0,Victoria,344
461,Jsandye,Health,Mass Customer,Yes,42.0,New South Wales,344
171,Halli,Manufacturing,Mass Customer,No,51.0,New South Wales,344
2887,Gardiner,Financial Services,High Net Worth,Yes,47.0,New South Wales,344
177,Ondrea,Financial Services,High Net Worth,No,32.0,New South Wales,344
3201,Zed,Financial Services,Mass Customer,Yes,21.0,New South Wales,344
2901,Banky,Manufacturing,Mass Customer,Yes,26.0,QLD,344
47,Matthew,Health,Affluent Customer,No,29.0,New South Wales,344
844,Tome,Financial Services,High Net Worth,No,43.0,New South Wales,344
2880,Ingra,Health,Mass Customer,No,54.0,New South Wales,344
50,Whitby,Manufacturing,Mass Customer,Yes,41.0,New South Wales,344
832,Shaun,Retail,Mass Customer,No,44.0,QLD,344
500,Lazar,Retail,Affluent Customer,Yes,29.0,Victoria,344
507,Gwen,Health,Mass Customer,No,50.0,New South Wales,344
44,Neron,Entertainment,Affluent Customer,Yes,40.0,QLD,344
41,Basilius,Health,Mass Customer,No,45.0,Victoria,344
3249,Cortney,Manufacturing,Mass Customer,Yes,40.0,New South Wales,344
3371,Josey,Retail,Mass Customer,No,44.0,QLD,344
395,Penn,Retail,High Net Worth,Yes,45.0,Victoria,344
404,Sinclair,Financial Services,Affluent Customer,Yes,26.0,New South Wales,344
3228,Margette,Health,Mass Customer,No,57.0,New South Wales,344
425,Michaeline,Retail,Mass Customer,Yes,68.0,New South Wales,344
445,Timothy,Financial Services,Mass Customer,No,37.0,Victoria,344
887,Patrizius,Manufacturing,High Net Worth,No,24.0,New South Wales,344
3220,Hunt,Manufacturing,Affluent Customer,No,49.0,New South Wales,344
39,Hunfredo,Entertainment,Mass Customer,No,42.0,New South Wales,344
432,Amby,Manufacturing,Affluent Customer,Yes,31.0,New South Wales,344
2877,Vaughan,Property,Affluent Customer,Yes,54.0,QLD,344
877,Didi,Financial Services,Mass Customer,Yes,33.0,New South Wales,344
516,Craggy,Financial Services,Mass Customer,No,63.0,New South Wales,344
2932,Bradly,IT,Mass Customer,No,36.0,QLD,344
3126,Bondon,Financial Services,High Net Worth,No,35.0,Victoria,344
691,Carver,Financial Services,Affluent Customer,Yes,67.0,New South Wales,344
765,Valeria,Retail,Affluent Customer,No,37.0,Victoria,344
3032,Renado,Health,Affluent Customer,Yes,29.0,QLD,344
682,Ole,Health,Affluent Customer,Yes,50.0,New South Wales,344
2985,Kerby,Retail,Affluent Customer,Yes,35.0,New South Wales,344
3431,York,Property,Affluent Customer,No,25.0,Victoria,344
3120,Lauree,Health,Mass Customer,Yes,42.0,New South Wales,344
2986,Ettore,Financial Services,Mass Customer,No,41.0,New South Wales,344
710,Benton,Retail,High Net Worth,Yes,51.0,New South Wales,344
94,Wallache,Manufacturing,Mass Customer,No,47.0,New South Wales,344
720,Darrel,Retail,Affluent Customer,No,90.0,New South Wales,344
724,Heinrik,Financial Services,Mass Customer,Yes,46.0,New South Wales,344
728,Winthrop,Financial Services,Mass Customer,Yes,65.0,Victoria,344
3421,Ronalda,Health,Affluent Customer,Yes,59.0,New South Wales,344
647,Stanislas,Retail,Mass Customer,Yes,64.0,Victoria,344
769,Cameron,IT,Mass Customer,No,60.0,New South Wales,344
127,Merrili,Financial Services,Mass Customer,No,47.0,QLD,344
634,Melonie,Manufacturing,Mass Customer,No,43.0,New South Wales,344
3060,Milton,Financial Services,Mass Customer,Yes,39.0,New South Wales,344
2955,Stuart,Financial Services,High Net Worth,No,31.0,New South Wales,344
788,Gregg,Health,Mass Customer,No,57.0,New South Wales,344
614,Nonnah,Manufacturing,Mass Customer,Yes,26.0,New South Wales,344
794,Scott,Financial Services,Affluent Customer,Yes,66.0,New South Wales,344
139,Gar,Telecommunications,Affluent Customer,No,57.0,QLD,344
590,Ddene,Health,Mass Customer,Yes,33.0,New South Wales,344
3117,Nisse,Financial Services,Affluent Customer,Yes,26.0,Victoria,344
201,Salem,Manufacturing,Mass Customer,Yes,55.0,New South Wales,344
80,Pablo,Entertainment,Mass Customer,No,43.0,Victoria,344
2815,Emery,Health,Mass Customer,No,67.0,Victoria,344
230,Maegan,Property,High Net Worth,No,67.0,New South Wales,344
250,Kristofer,Health,Mass Customer,Yes,33.0,New South Wales,344
13,Gabriele,Financial Services,High Net Worth,Yes,66.0,Victoria,344
3264,Garret,Financial Services,Mass Customer,Yes,43.0,New South Wales,344
345,Tish,Health,High Net Worth,Yes,32.0,New South Wales,344
3482,Roch,Health,Affluent Customer,Yes,21.0,QLD,344
211,Beitris,Manufacturing,Mass Customer,Yes,47.0,New South Wales,344
968,Wayne,IT,High Net Worth,Yes,66.0,New South Wales,344
213,Lockwood,Financial Services,High Net Worth,Yes,25.0,QLD,344
3295,Cleavland,Retail,High Net Worth,Yes,57.0,Victoria,344
3358,Fairlie,Manufacturing,Affluent Customer,Yes,48.0,New South Wales,344
936,Raffaello,Health,High Net Worth,No,33.0,Victoria,344
941,Tye,Financial Services,Affluent Customer,Yes,26.0,QLD,344
254,Barbie,Retail,Mass Customer,No,60.0,Victoria,344
204,Thorny,Financial Services,Mass Customer,No,45.0,Victoria,344
3326,Wes,Manufacturing,High Net Worth,Yes,46.0,New South Wales,344
29,Mona,Manufacturing,Mass Customer,No,53.0,QLD,344
380,Teriann,Property,Mass Customer,No,65.0,QLD,344
3258,Hettie,Retail,Mass Customer,Yes,43.0,New South Wales,344
3261,Benedicto,Property,Mass Customer,Yes,46.0,New South Wales,344
912,Vince,Retail,Mass Customer,Yes,53.0,New South Wales,344
917,Odo,Financial Services,Mass Customer,No,57.0,Victoria,344
145,Filippo,Financial Services,Mass Customer,No,24.0,New South Wales,343
1711,Marie-jeanne,Manufacturing,High Net Worth,Yes,28.0,QLD,343
1402,Hillier,Telecommunications,Mass Customer,No,20.0,Victoria,343
759,Mitchel,Health,High Net Worth,No,58.0,New South Wales,343
3436,Marget,Financial Services,Mass Customer,Yes,63.0,New South Wales,343
2509,Danya,Financial Services,Mass Customer,No,50.0,QLD,343
2946,Paige,Property,Mass Customer,Yes,31.0,Victoria,343
2837,Caitrin,Retail,Mass Customer,No,34.0,Victoria,343
3330,Tina,Health,Mass Customer,Yes,66.0,New South Wales,343
1001,Finley,Retail,Mass Customer,No,42.0,QLD,343
58,Dalenna,Financial Services,Affluent Customer,Yes,54.0,New South Wales,343
950,Bret,IT,High Net Worth,Yes,43.969332992588804,QLD,343
305,Cris,Financial Services,Mass Customer,No,47.0,New South Wales,343
3352,Fredek,Manufacturing,Affluent Customer,No,27.0,Victoria,343
2703,Peria,Manufacturing,Affluent Customer,Yes,41.0,New South Wales,343
2481,Amber,Manufacturing,Mass Customer,Yes,42.0,Victoria,343
1259,Emmi,Financial Services,Mass Customer,No,48.0,QLD,343
3131,Sybilla,Retail,Affluent Customer,Yes,22.0,Victoria,343
549,Abrahan,Retail,Mass Customer,Yes,36.0,New South Wales,343
1707,Alfonso,Financial Services,High Net Worth,No,27.0,QLD,343
136,Mel,Manufacturing,High Net Worth,Yes,48.0,QLD,343
2832,Tedmund,Telecommunications,Mass Customer,Yes,45.0,Victoria,343
3324,Sholom,Health,Mass Customer,Yes,48.0,Victoria,343
642,Les,Property,Mass Customer,No,49.0,QLD,343
2067,Slade,Health,Mass Customer,No,42.0,New South Wales,343
1949,Onida,Manufacturing,Mass Customer,No,67.0,New South Wales,343
2566,Nani,Entertainment,Affluent Customer,Yes,25.0,Victoria,343
3030,Flor,Manufacturing,Affluent Customer,No,23.0,New South Wales,343
237,Reginald,Property,High Net Worth,Yes,47.0,New South Wales,343
2682,Annamarie,Manufacturing,High Net Worth,Yes,34.0,QLD,343
1007,Cord,Retail,Mass Customer,No,25.0,New South Wales,343
2331,Marybelle,Financial Services,Mass Customer,Yes,58.0,New South Wales,343
2179,Benson,Manufacturing,Mass Customer,No,61.0,Victoria,343
3407,Marven,Financial Services,High Net Worth,Yes,60.0,Victoria,343
1468,Adaline,Financial Services,Mass Customer,No,43.0,New South Wales,343
1361,Gradeigh,Manufacturing,Affluent Customer,No,57.0,Victoria,343
1363,Boniface,Financial Services,Mass Customer,No,60.0,Victoria,343
2687,Fabe,Manufacturing,High Net Worth,Yes,59.0,New South Wales,343
102,Langsdon,Manufacturing,Affluent Customer,No,65.0,New South Wales,343
2338,Clarie,Manufacturing,Mass Customer,No,35.0,New South Wales,343
2540,Donavon,IT,Mass Customer,Yes,43.969332992588804,New South Wales,343
1731,Aigneis,Health,High Net Worth,Yes,62.0,QLD,343
1450,Floris,Manufacturing,Affluent Customer,No,57.0,New South Wales,343
2110,Gard,Manufacturing,High Net Worth,No,48.0,QLD,343
429,Berny,IT,High Net Worth,Yes,43.0,New South Wales,343
1826,Jareb,Manufacturing,High Net Worth,Yes,60.0,New South Wales,343
1094,Shaughn,Health,High Net Worth,No,46.0,QLD,343
2844,Amie,Financial Services,Mass Customer,Yes,46.0,New South Wales,343
246,Binny,Manufacturing,High Net Worth,No,30.0,QLD,343
1664,Karlis,Manufacturing,Affluent Customer,Yes,46.0,QLD,343
3204,Ibby,Health,Mass Customer,Yes,27.0,QLD,343
340,Joshuah,Argiculture,Mass Customer,Yes,48.0,New South Wales,343
923,Garrek,Financial Services,High Net Worth,No,44.0,QLD,343
2381,Dulsea,Argiculture,Affluent Customer,Yes,48.0,New South Wales,343
1864,Anet,Retail,Mass Customer,No,61.0,QLD,343
2872,Tabbi,Health,Affluent Customer,Yes,47.0,QLD,343
2438,Lorianne,Manufacturing,Mass Customer,Yes,38.0,New South Wales,343
24,Kim,Argiculture,Mass Customer,Yes,44.0,New South Wales,343
1581,Melessa,Argiculture,Mass Customer,No,47.0,New South Wales,343
87,Fields,Financial Services,Mass Customer,No,47.0,New South Wales,343
372,Moina,Property,Affluent Customer,Yes,34.0,Victoria,343
1585,Stillman,Health,Mass Customer,Yes,60.0,New South Wales,343
1588,Dukey,IT,High Net Worth,Yes,38.0,New South Wales,343
2763,Dalila,Financial Services,Mass Customer,Yes,42.0,Victoria,343
2410,Eugenia,Manufacturing,Mass Customer,Yes,47.0,Victoria,343
401,Halette,Retail,Mass Customer,No,35.0,New South Wales,343
1613,Ernesta,Property,Mass Customer,No,44.0,New South Wales,343
1229,Sebastian,Manufacturing,Affluent Customer,Yes,21.0,New South Wales,343
3143,Corabelle,Manufacturing,Mass Customer,No,25.0,Victoria,343
333,Debbi,Financial Services,Affluent Customer,Yes,56.0,QLD,343
90,Cary,Manufacturing,Mass Customer,No,37.0,New South Wales,343
466,Jarad,Manufacturing,Affluent Customer,Yes,30.0,New South Wales,343
1913,Tamiko,Health,Mass Customer,Yes,48.0,New South Wales,343
1912,Hall,Manufacturing,High Net Worth,No,29.0,New South Wales,343
2839,Jaime,Entertainment,Mass Customer,No,44.0,New South Wales,343
752,Kalil,Financial Services,High Net Worth,No,60.0,QLD,343
3020,Witty,Manufacturing,High Net Worth,Yes,56.0,QLD,343
314,Catie,Retail,High Net Worth,Yes,59.0,Victoria,343
2204,Kacie,Entertainment,High Net Worth,No,54.0,New South Wales,343
1254,Quillan,Retail,Mass Customer,Yes,63.0,QLD,343
475,Vernor,Manufacturing,Affluent Customer,No,25.0,Victoria,343
2028,Cathy,Retail,Affluent Customer,Yes,45.0,New South Wales,343
3388,Urbanus,Retail,Mass Customer,No,35.0,New South Wales,343
1524,Bonni,Financial Services,Mass Customer,Yes,46.0,New South Wales,343
1527,Gerek,Manufacturing,Mass Customer,No,24.0,New South Wales,343
981,Bud,Retail,Mass Customer,No,48.0,New South Wales,343
1531,Evaleen,Financial Services,Mass Customer,Yes,55.0,New South Wales,343
1776,Korey,Financial Services,Affluent Customer,No,43.0,QLD,343
2904,Freddi,Manufacturing,High Net Worth,Yes,44.0,New South Wales,343
2217,Kristofor,Financial Services,Mass Customer,No,40.0,QLD,343
850,Nevin,Health,Mass Customer,No,21.0,New South Wales,343
1884,Aurore,Manufacturing,Mass Customer,Yes,52.0,New South Wales,343
718,Cathe,Manufacturing,Mass Customer,Yes,43.0,QLD,342
2608,Fenelia,Health,Affluent Customer,Yes,46.0,Victoria,342
3254,Lissy,Financial Services,Mass Customer,No,20.0,QLD,342
684,Malvin,Financial Services,Mass Customer,No,34.0,New South Wales,342
1295,Irving,Argiculture,Mass Customer,Yes,24.0,QLD,342
382,Issiah,Health,Mass Customer,Yes,36.0,New South Wales,342
2382,Turner,Retail,Mass Customer,Yes,50.0,QLD,342
3219,Denyse,Financial Services,Mass Customer,No,23.0,New South Wales,342
2432,Ebba,Manufacturing,Affluent Customer,Yes,40.0,New South Wales,342
453,Cornelius,IT,High Net Worth,No,43.969332992588804,New South Wales,342
1223,Kristyn,Manufacturing,Mass Customer,Yes,56.0,New South Wales,342
219,Markus,Health,Mass Customer,No,57.0,New South Wales,342
315,Lisa,Manufacturing,Affluent Customer,No,63.0,Victoria,342
483,Bertrand,Retail,Affluent Customer,No,48.0,Victoria,342
1481,Ellissa,Financial Services,Affluent Customer,No,45.0,New South Wales,342
539,Hobie,Health,High Net Worth,No,46.0,Victoria,342
563,Rube,IT,Mass Customer,Yes,47.0,QLD,342
2495,Gwenore,IT,Affluent Customer,No,68.0,New South Wales,342
2501,Ora,Financial Services,Mass Customer,Yes,50.0,New South Wales,342
1422,Georgy,Manufacturing,Affluent Customer,Yes,49.0,New South Wales,342
1405,Kylie,Manufacturing,High Net Worth,Yes,63.0,Victoria,342
3319,Erda,Financial Services,Affluent Customer,Yes,55.0,Victoria,342
3185,Duky,Financial Services,Mass Customer,No,65.0,New South Wales,342
2285,Maritsa,Health,High Net Worth,No,48.0,Victoria,342
1026,Vernon,Financial Services,Affluent Customer,No,27.0,New South Wales,342
2915,Enrichetta,Manufacturing,Mass Customer,No,46.0,QLD,342
2018,Richie,Financial Services,Affluent Customer,No,58.0,New South Wales,342
2008,Jamill,Financial Services,Mass Customer,Yes,28.0,QLD,342
2073,Linea,Manufacturing,High Net Worth,Yes,47.0,Victoria,342
2916,Lauren,Manufacturing,Affluent Customer,Yes,52.0,QLD,342
1155,Janetta,Property,Mass Customer,Yes,27.0,New South Wales,342
907,Eamon,Property,High Net Worth,Yes,43.0,New South Wales,342
1199,Ludovico,Financial Services,Affluent Customer,Yes,63.0,New South Wales,342
488,Domini,Property,Mass Customer,Yes,41.0,Victoria,341
1429,Dante,Health,Mass Customer,Yes,41.0,New South Wales,341
2591,Estevan,Retail,High Net Worth,No,47.0,New South Wales,334
3478,Hartwell,Health,Mass Customer,No,35.0,New South Wales,334
2170,Dewitt,Manufacturing,Affluent Customer,No,58.0,New South Wales,334
2888,Hamel,IT,High Net Worth,Yes,59.0,New South Wales,334
823,Stesha,Manufacturing,Affluent Customer,No,31.0,New South Wales,334
2360,Karleen,Financial Services,High Net Worth,Yes,47.0,New South Wales,334
1639,Marna,Manufacturing,Mass Customer,Yes,59.0,New South Wales,334
1979,Ephrem,Manufacturing,Mass Customer,Yes,61.0,QLD,334
3462,Jehanna,Health,High Net Worth,No,64.0,Victoria,334
2852,Clarinda,Property,High Net Worth,Yes,50.0,Victoria,334
396,Peria,Telecommunications,High Net Worth,Yes,54.0,New South Wales,334
546,Jorie,Health,Mass Customer,Yes,40.0,New South Wales,334
1825,Arv,Financial Services,Mass Customer,Yes,54.0,Victoria,334
3288,Fair,IT,High Net Worth,No,43.969332992588804,New South Wales,334
352,Orrin,Retail,Mass Customer,No,42.0,QLD,334
2154,Bird,Manufacturing,High Net Worth,No,41.0,New South Wales,334
2097,Web,Telecommunications,Mass Customer,No,33.0,QLD,334
1440,Consuela,Financial Services,High Net Worth,Yes,56.0,New South Wales,334
3394,Barde,Health,Mass Customer,No,47.0,New South Wales,334
66,Anselm,Argiculture,High Net Worth,No,19.0,New South Wales,334
815,Caryn,Manufacturing,Mass Customer,Yes,47.0,New South Wales,334
1411,Katrina,Health,Mass Customer,Yes,27.0,New South Wales,334
1300,Sisely,Financial Services,Affluent Customer,Yes,30.0,QLD,334
147,Rea,Health,Mass Customer,Yes,48.0,New South Wales,334
2260,Jarad,Argiculture,High Net Worth,No,54.0,New South Wales,334
2843,Lorain,Financial Services,Affluent Customer,Yes,53.0,New South Wales,334
1967,Nomi,Manufacturing,Affluent Customer,Yes,36.0,New South Wales,334
706,Kane,Financial Services,High Net Worth,Yes,31.0,Victoria,334
1848,Dev,Manufacturing,Mass Customer,No,45.0,New South Wales,334
1516,Ham,IT,Affluent Customer,No,54.0,New South Wales,334
3379,Elysee,Health,Mass Customer,Yes,22.0,Victoria,334
2297,Pauletta,Manufacturing,Affluent Customer,Yes,50.0,QLD,334
1351,Lorettalorna,IT,High Net Worth,No,43.969332992588804,Victoria,334
1379,Lou,Financial Services,Mass Customer,Yes,32.0,Victoria,334
3058,Hamnet,Manufacturing,Mass Customer,Yes,35.0,New South Wales,334
1110,Lazar,Retail,High Net Worth,No,30.0,Victoria,334
1863,Adelbert,Telecommunications,High Net Worth,No,43.0,New South Wales,334
849,Sylvan,Entertainment,Mass Customer,No,52.0,QLD,334
1868,Aloisia,Retail,Mass Customer,No,33.0,QLD,334
2552,Allard,Manufacturing,Affluent Customer,Yes,48.0,New South Wales,334
2288,Cirillo,Manufacturing,High Net Worth,No,57.0,Victoria,334
2105,Terrance,Health,High Net Worth,Yes,50.0,Victoria,334
308,Iver,IT,High Net Worth,No,38.0,Victoria,334
3350,Tam,Manufacturing,Affluent Customer,No,46.0,New South Wales,334
989,Caralie,Financial Services,Mass Customer,No,39.0,QLD,334
3383,Dane,Financial Services,Affluent Customer,Yes,39.0,Victoria,334
1505,Cristian,Financial Services,Mass Customer,No,28.0,New South Wales,334
2627,Hildegaard,Retail,Mass Customer,Yes,50.0,New South Wales,334
1345,Jeth,Manufacturing,Mass Customer,No,61.0,Victoria,334
3178,Gan,Retail,Mass Customer,Yes,50.0,QLD,334
2062,Guillermo,Retail,Mass Customer,No,45.0,QLD,333
2263,Lois,Argiculture,Mass Customer,Yes,34.0,Victoria,333
210,Albrecht,Property,Mass Customer,No,58.0,Victoria,333
1697,Eddi,Health,Mass Customer,Yes,52.0,New South Wales,333
1681,Rupert,Health,High Net Worth,Yes,42.0,Victoria,333
570,Xever,Financial Services,Mass Customer,Yes,43.0,New South Wales,333
1878,Pen,Health,Affluent Customer,No,67.0,QLD,333
3285,Mendie,Health,Affluent Customer,Yes,35.0,Victoria,333
1827,Stormie,Retail,Affluent Customer,Yes,43.0,QLD,333
221,Mara,Manufacturing,Mass Customer,No,41.0,New South Wales,333
3299,Sybille,Manufacturing,Affluent Customer,Yes,41.0,Victoria,333
329,Garvy,Entertainment,High Net Worth,Yes,37.0,Victoria,333
795,Cassy,Financial Services,High Net Worth,No,48.0,New South Wales,333
2354,Tammie,Retail,Mass Customer,No,63.0,Victoria,333
2539,Tracie,Manufacturing,Affluent Customer,Yes,54.0,New South Wales,333
337,Shaylah,Argiculture,High Net Worth,Yes,42.0,Victoria,333
3095,Joachim,Retail,High Net Worth,Yes,23.0,Victoria,333
588,Gunther,Entertainment,Mass Customer,No,58.0,New South Wales,333
1384,Marcile,Manufacturing,Mass Customer,No,23.0,QLD,333
3399,Hillyer,Financial Services,Mass Customer,No,25.0,New South Wales,333
1423,Tiphanie,Manufacturing,Mass Customer,No,62.0,New South Wales,333
821,Gregoor,Financial Services,Mass Customer,Yes,40.0,New South Wales,333
208,Rutter,Property,High Net Worth,No,27.0,QLD,333
1071,Chrisy,Retail,High Net Worth,No,35.0,New South Wales,333
2462,Fletcher,Entertainment,Affluent Customer,No,41.0,Victoria,333
408,Kurtis,Financial Services,Affluent Customer,No,30.0,Victoria,333
2212,Adrianne,Manufacturing,Affluent Customer,Yes,47.0,QLD,333
2412,Tiffi,Manufacturing,Affluent Customer,No,40.0,QLD,333
